Date,Month,Platform,Customer_Segment,Campaign_Type,Region,Ad_Spend,Campaign_Score,Competitor_Index,Economic_Index,Discount_Pct,Channels_Used,CSAT_Score,Website_Traffic,Seasonal_Factor,Sales
2022-01-01,1,Google Ads,Seniors (51+),Seasonal Promo,North,7133.66,85.68,0.343,0.905,13.26,1,4.07,16469,0.75,6217.21
2022-01-01,1,Google Ads,Youth (18-25),Retargeting,North,45654.46,69.13,0.852,0.973,22.71,5,3.6,4209,0.75,27135.15
2022-01-01,1,TV,Middle-Aged (36-50),Retargeting,East,21185.62,89.51,0.3,0.951,8.39,1,2.93,35077,0.75,18206.97
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,Central,17165.01,78.26,0.352,0.92,6.53,5,3.3,17491,0.75,11902.69
2022-01-01,1,Google Ads,Seniors (51+),Brand Awareness,East,29988.55,62.09,0.603,1.183,7.68,4,4.18,1123,0.75,12805.66
2022-01-01,1,Social Media,Corporate,Brand Awareness,West,10256.27,64.15,0.709,1.217,9.11,2,4.58,9307,0.75,9564.49
2022-01-01,1,Google Ads,Youth (18-25),Lead Generation,South,6159.78,66.59,0.501,0.965,17.97,2,3.36,17462,0.75,4035.26
2022-01-01,1,Google Ads,Seniors (51+),Lead Generation,South,7312.76,56.7,0.806,1.009,14.15,5,3.29,3269,0.75,2590.95
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,North,13383.57,72.72,0.132,0.981,10.11,1,3.58,7416,0.75,11706.16
2022-01-01,1,Email,Corporate,Retargeting,Central,4632.21,38.12,0.838,1.111,11.23,2,4.69,1121,0.75,5751.62
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,North,8100.97,85.25,0.257,1.131,11.13,3,3.87,1815,0.75,9346.48
2022-01-01,1,Email,Seniors (51+),Lead Generation,West,7973.54,91.71,0.807,0.822,29.17,1,3.42,3821,0.75,5036.6
2022-01-01,1,TV,Youth (18-25),Lead Generation,East,111809.99,79.74,0.421,1.048,6.99,5,3.62,1268,0.75,63763.7
2022-01-01,1,TV,Young Adults (26-35),Brand Awareness,East,833.96,77.78,0.766,0.869,24.54,3,3.54,5193,0.75,3585.6
2022-01-01,1,Email,Youth (18-25),Product Launch,Central,11163.23,52.09,0.637,1.176,21.25,5,4.15,9418,0.75,6873.38
2022-01-01,1,Print,Corporate,Seasonal Promo,North,75033.79,72.27,0.241,1.044,0.17,1,4.78,1966,0.75,47138.52
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,North,15090.86,77.67,0.834,0.918,29.8,4,3.87,1286,0.75,11148.63
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,West,28379.36,72.61,0.296,0.976,22.69,4,4.35,1013,0.75,14707.73
2022-01-01,1,Social Media,Corporate,Seasonal Promo,East,14762.22,82.35,0.295,0.971,20.47,4,3.13,16521,0.75,15423.72
2022-01-01,1,Email,Youth (18-25),Seasonal Promo,North,6854.54,78.72,0.751,1.053,12.16,1,4.97,860,0.75,9319.95
2022-01-01,1,Radio,Young Adults (26-35),Seasonal Promo,Central,1419.53,93.0,0.185,1.104,16.66,1,3.13,6606,0.75,4751.4
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,East,16406.87,92.75,0.278,0.885,7.6,3,4.41,18140,0.75,10207.46
2022-01-01,1,Radio,Young Adults (26-35),Retargeting,West,6151.14,86.68,0.503,1.184,1.06,1,3.97,1848,0.75,6377.29
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,Central,6000.9,46.56,0.764,1.161,25.08,1,3.17,2113,0.75,5011.26
2022-01-01,1,Radio,Young Adults (26-35),Retargeting,South,8111.29,79.39,0.218,0.912,26.89,3,4.22,5858,0.75,6567.78
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,West,76485.88,71.43,0.538,1.007,4.87,3,3.79,6252,0.75,54631.04
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,Central,147980.76,51.01,0.669,1.171,23.61,5,3.34,2985,0.75,79862.02
2022-01-01,1,Google Ads,Youth (18-25),Retargeting,North,16600.83,85.26,0.788,1.123,22.23,2,3.81,3651,0.75,13049.61
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,South,8393.67,92.34,0.848,0.966,5.35,2,2.98,5382,0.75,5232.62
2022-01-01,1,Social Media,Corporate,Retargeting,West,4116.56,71.47,0.728,1.081,12.65,5,3.56,3281,0.75,7207.43
2022-01-01,1,Google Ads,Seniors (51+),Brand Awareness,North,21344.3,82.4,0.622,1.3,12.68,4,3.32,3393,0.75,10981.98
2022-01-01,1,TV,Corporate,Lead Generation,South,79451.78,96.07,0.447,1.011,22.8,1,3.71,34282,0.75,66082.78
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,East,10432.27,65.6,0.19,0.937,25.13,3,2.93,13540,0.75,8940.63
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,North,1237.69,84.4,0.668,1.017,2.84,3,2.9,14646,0.75,3792.03
2022-01-01,1,Email,Seniors (51+),Brand Awareness,Central,26109.37,56.86,0.894,1.025,16.89,4,3.38,3494,0.75,11597.71
2022-01-01,1,Email,Young Adults (26-35),Retargeting,West,35789.14,69.83,0.689,0.948,22.85,3,3.78,881,0.75,26095.85
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,South,2735.73,59.83,0.113,1.044,23.59,4,3.31,58459,0.75,2341.62
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,North,15938.36,94.76,0.497,0.875,4.44,5,4.03,2652,0.75,12226.44
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,East,20977.93,37.32,0.592,0.933,15.77,4,4.15,6696,0.75,10590.06
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,West,12417.88,,0.652,1.076,25.73,2,3.38,10761,0.75,7734.93
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,West,6058.57,39.62,0.676,0.825,9.56,4,4.5,2750,0.75,9039.85
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,North,36898.91,34.72,0.546,1.09,12.75,5,3.65,12106,0.75,24770.31
2022-01-01,1,Google Ads,Youth (18-25),Lead Generation,East,8925.08,64.24,0.279,0.799,24.13,4,4.72,4959,0.75,4402.57
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,South,3025.45,79.75,0.854,0.827,2.68,5,3.67,3776,0.75,5562.38
2022-01-01,1,Social Media,Seniors (51+),Retargeting,North,1720.77,70.58,0.657,0.95,25.78,2,3.24,2749,0.75,2648.44
2022-01-01,1,Email,Youth (18-25),Seasonal Promo,South,47138.7,63.46,0.289,1.029,9.33,1,4.41,1814,0.75,29013.59
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,West,24752.06,85.48,0.358,1.133,0.04,5,3.28,762,0.75,17102.89
2022-01-01,1,Print,Seniors (51+),Retargeting,South,14588.28,,0.838,1.006,7.02,1,4.37,81942,0.75,10838.79
2022-01-01,1,Google Ads,Youth (18-25),Brand Awareness,East,8601.79,91.14,0.81,0.975,2.69,5,3.86,21106,0.75,8153.95
2022-01-01,1,TV,Youth (18-25),Brand Awareness,Central,7871.48,79.94,0.424,1.058,2.77,4,3.52,5447,0.75,6313.0
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,East,4556.29,68.37,0.131,0.913,20.79,1,3.42,23388,0.75,2144.19
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,South,8677.98,44.82,0.139,1.014,6.42,5,3.76,20521,0.75,5748.52
2022-01-01,1,Email,Middle-Aged (36-50),Brand Awareness,North,1603.45,95.64,0.327,0.88,28.04,5,4.14,8924,0.75,2954.5
2022-01-01,1,Print,Seniors (51+),Lead Generation,West,6399.25,82.41,0.603,1.008,15.49,1,3.78,3480,0.75,5848.69
2022-01-01,1,Email,Youth (18-25),Lead Generation,Central,9789.47,90.2,0.567,0.987,13.8,5,4.54,14387,0.75,6345.49
2022-01-01,1,TV,Middle-Aged (36-50),Product Launch,North,24584.71,77.16,0.607,0.92,13.03,1,3.21,12192,0.75,18156.72
2022-01-01,1,Radio,Middle-Aged (36-50),Retargeting,North,12836.83,87.69,0.674,1.017,20.78,2,3.75,10841,0.75,9987.66
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,East,29582.05,47.72,0.115,1.016,13.57,3,4.35,3507,0.75,21295.81
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,South,51489.6,85.56,0.184,1.118,3.86,2,3.2,7179,0.75,41138.05
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,East,38490.63,74.58,0.388,0.839,26.41,1,4.32,6460,0.75,19699.79
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,South,21386.39,,0.224,0.992,12.85,4,3.81,3358,0.75,16022.89
2022-01-01,1,TV,Youth (18-25),Lead Generation,East,13519.15,84.08,0.16,0.924,2.22,4,3.86,7115,0.75,6009.53
2022-01-01,1,Radio,Young Adults (26-35),Retargeting,North,5010.1,67.73,0.613,1.087,15.88,3,,17202,0.75,3007.45
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,West,27999.56,84.58,0.752,1.075,19.42,1,3.2,22596,0.75,18037.76
2022-01-01,1,Social Media,Seniors (51+),Product Launch,South,71664.26,58.01,0.702,1.051,8.27,5,3.76,8098,0.75,40695.21
2022-01-01,1,TV,Youth (18-25),Lead Generation,Central,18809.29,68.91,0.754,0.93,24.01,2,3.52,4162,0.75,12267.05
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,Central,90876.72,46.21,0.633,1.089,20.09,2,4.56,11553,0.75,60159.56
2022-01-01,1,TV,Young Adults (26-35),Product Launch,North,2905.7,59.14,0.688,0.847,19.51,3,4.06,2054,0.75,5420.78
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,East,4212.61,66.34,0.317,0.826,,3,3.82,3370,0.75,3842.71
2022-01-01,1,Email,Middle-Aged (36-50),Retargeting,East,31420.05,91.78,0.894,0.872,28.86,3,4.46,17591,0.75,21213.32
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,North,17401.13,59.52,0.247,0.997,8.23,3,3.77,31944,0.75,12267.94
2022-01-01,1,Email,Seniors (51+),Seasonal Promo,Central,49701.09,55.69,0.272,1.068,17.33,3,4.15,15365,0.75,25015.13
2022-01-01,1,Google Ads,Seniors (51+),Product Launch,Central,13154.62,77.07,0.331,0.702,9.27,3,4.38,4529,0.75,7732.18
2022-01-01,1,Email,Young Adults (26-35),Product Launch,East,5608.42,49.88,0.88,1.132,22.34,5,3.66,550,0.75,4854.55
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,South,10790.34,49.42,0.891,1.013,1.43,5,4.02,10764,0.75,10635.12
2022-01-01,1,Email,Seniors (51+),Seasonal Promo,West,2885.1,86.67,0.736,0.843,1.38,2,3.58,8297,0.75,4242.42
2022-01-01,1,TV,Corporate,Retargeting,South,4321.72,70.31,0.603,1.01,24.33,2,4.37,8539,0.75,5440.95
2022-01-01,1,Social Media,Seniors (51+),Retargeting,Central,35328.45,89.18,0.516,1.109,13.03,3,3.79,1171,0.75,21745.73
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,South,31977.49,53.96,0.876,1.06,10.24,2,4.49,3531,0.75,19088.51
2022-01-01,1,Social Media,Youth (18-25),Retargeting,West,19206.5,70.66,0.656,1.11,18.23,3,3.9,31738,0.75,16129.73
2022-01-01,1,Email,Young Adults (26-35),Product Launch,South,2389.7,72.24,0.856,0.863,21.06,5,5.0,1765,0.75,4824.08
2022-01-01,1,Email,Middle-Aged (36-50),Product Launch,South,9335.66,70.9,0.353,0.959,6.04,4,3.45,8763,0.75,6699.24
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,South,3924.52,82.68,0.367,0.908,,5,4.23,2549,0.75,7246.37
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,South,43327.09,71.63,0.784,1.172,28.74,1,3.78,8163,0.75,27171.98
2022-01-01,1,Google Ads,Seniors (51+),Lead Generation,North,7452.3,97.33,0.22,1.064,17.69,5,3.69,4028,0.75,7333.99
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,Central,4510.9,81.74,0.857,1.285,11.7,1,2.85,16423,0.75,6716.93
2022-01-01,1,Google Ads,Seniors (51+),Seasonal Promo,West,13763.79,79.4,0.506,0.953,24.04,2,3.84,5121,0.75,10880.09
2022-01-01,1,Print,Young Adults (26-35),Lead Generation,Central,7043.39,49.71,0.841,0.928,,5,3.31,13289,0.75,6044.91
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,North,58908.69,27.88,0.369,0.986,7.25,4,3.65,40589,0.75,33844.61
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,North,6407.27,81.4,0.673,1.138,6.2,5,3.33,13175,0.75,7754.47
2022-01-01,1,Google Ads,Seniors (51+),Lead Generation,North,3297.01,82.84,0.486,0.963,11.91,5,3.4,8747,0.75,4106.57
2022-01-01,1,Google Ads,Youth (18-25),Product Launch,North,1551.67,70.68,0.601,1.012,25.8,5,3.26,15635,0.75,5625.71
2022-01-01,1,Email,Youth (18-25),Retargeting,South,12954.69,76.51,0.503,1.01,1.84,3,3.27,8626,0.75,9872.19
2022-01-01,1,Email,Corporate,Lead Generation,Central,7616.48,83.44,0.874,1.004,6.56,5,3.0,2675,0.75,7963.59
2022-01-01,1,Print,Youth (18-25),Retargeting,East,3200.61,34.66,0.654,0.935,26.79,5,3.99,2109,0.75,4279.84
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,West,43880.55,,0.301,0.986,3.65,4,3.81,9800,0.75,25965.01
2022-01-01,1,Social Media,Middle-Aged (36-50),Product Launch,North,26036.25,71.59,0.828,0.982,18.89,1,4.15,2629,0.75,22793.68
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,Central,,56.45,0.335,0.999,6.41,1,3.6,2386,0.75,10851.48
2022-01-01,1,Email,Middle-Aged (36-50),Lead Generation,North,52277.76,81.07,0.397,1.094,18.18,4,3.47,4061,0.75,30811.82
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,North,25913.93,78.1,0.182,1.176,11.49,2,3.76,874,0.75,14155.24
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,North,5867.27,39.31,0.82,0.916,3.05,5,4.15,2555,0.75,7143.03
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,North,4725.74,49.59,0.329,0.961,17.47,2,3.95,2355,0.75,6063.44
2022-01-01,1,Radio,Middle-Aged (36-50),Seasonal Promo,North,30272.09,77.33,0.307,0.917,20.49,4,3.81,57639,0.75,23190.75
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,West,19858.09,69.82,0.836,1.019,20.41,2,4.13,10416,0.75,10980.42
2022-01-01,1,Google Ads,Middle-Aged (36-50),Lead Generation,Central,15831.36,60.47,0.744,0.946,19.11,1,3.8,3224,0.75,11101.87
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,North,5730.18,60.92,0.213,1.024,15.01,3,3.5,2282,0.75,2748.94
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,North,24537.25,80.34,0.715,1.11,15.58,2,4.25,429,0.75,17755.95
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,North,6276.08,,0.83,0.747,19.07,3,3.18,1136,0.75,7960.36
2022-01-01,1,Google Ads,Youth (18-25),Retargeting,North,12064.39,69.91,0.163,1.049,20.71,2,3.09,934,0.75,6683.98
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,South,56780.27,75.29,0.76,0.954,19.65,4,3.79,1850,0.75,30822.68
2022-01-01,1,TV,Young Adults (26-35),Seasonal Promo,South,6899.23,75.67,0.538,1.046,17.61,3,3.84,4864,0.75,8857.22
2022-01-01,1,Social Media,Corporate,Lead Generation,East,2771.13,74.29,0.635,0.91,4.68,2,3.92,4073,0.75,4838.58
2022-01-01,1,Google Ads,Corporate,Lead Generation,North,4663.18,92.02,0.494,1.12,6.32,4,3.64,2012,0.75,5800.65
2022-01-01,1,Radio,Middle-Aged (36-50),Brand Awareness,East,36109.05,74.13,0.658,1.091,7.81,1,4.48,4670,0.75,13988.1
2022-01-01,1,Email,Youth (18-25),Retargeting,West,17235.58,74.27,0.127,1.057,27.59,5,3.05,1172,0.75,13423.83
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,East,11744.29,85.82,0.71,1.079,22.78,4,3.87,7663,0.75,10618.01
2022-01-01,1,Google Ads,Seniors (51+),Brand Awareness,Central,8029.73,63.88,0.127,0.925,16.59,4,4.18,10550,0.75,4261.53
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,South,21706.35,87.9,0.464,0.938,7.56,1,4.49,8045,0.75,16411.45
2022-01-01,1,Email,Youth (18-25),Seasonal Promo,South,5715.26,73.48,0.221,1.075,3.33,3,4.47,14675,0.75,7619.0
2022-01-01,1,Print,Middle-Aged (36-50),Seasonal Promo,North,18136.21,66.6,0.759,0.923,26.96,2,3.25,1077,0.75,10552.51
2022-01-01,1,Email,Seniors (51+),Brand Awareness,North,6430.1,56.03,0.351,1.145,26.78,3,3.98,5114,0.75,3839.62
2022-01-01,1,Email,Seniors (51+),Retargeting,West,5444.39,77.36,0.463,0.968,3.32,4,3.69,1895,0.75,5214.45
2022-01-01,1,Email,Youth (18-25),Brand Awareness,West,7062.2,55.07,0.443,1.05,23.92,2,3.79,1553,0.75,5750.34
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,Central,9178.26,75.1,0.718,1.21,13.4,5,4.37,1194,0.75,8161.9
2022-01-01,1,Social Media,Young Adults (26-35),Product Launch,North,12723.04,78.01,0.485,0.929,9.72,5,4.75,58597,0.75,11980.98
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,North,16906.54,62.85,0.731,1.007,22.17,2,3.93,12225,0.75,14888.44
2022-01-01,1,Print,Seniors (51+),Seasonal Promo,West,500.0,67.65,0.159,1.105,18.43,4,2.81,24897,0.75,1541.64
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,West,5957.16,82.86,0.253,1.095,23.4,1,2.97,6993,0.75,5771.12
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,West,9031.11,82.52,0.541,0.967,2.23,3,3.78,2147,0.75,8129.37
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,South,60178.0,90.37,0.858,0.948,9.56,3,4.3,9622,0.75,32067.98
2022-01-01,1,Google Ads,Seniors (51+),Lead Generation,East,4536.89,76.5,0.16,0.977,9.58,1,3.41,51159,0.75,5299.68
2022-01-01,1,Social Media,Seniors (51+),Retargeting,East,15721.69,91.54,0.134,1.145,9.89,1,3.7,8305,0.75,11154.34
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,North,59577.32,83.52,0.225,0.972,15.07,5,4.61,4391,0.75,32731.59
2022-01-01,1,TV,Seniors (51+),Seasonal Promo,South,3594.04,71.03,0.613,1.008,8.49,1,3.6,6448,0.75,5261.32
2022-01-01,1,Google Ads,Youth (18-25),Retargeting,West,19810.66,81.0,0.419,0.957,13.33,2,4.68,14994,0.75,13363.69
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,North,5989.29,76.59,0.76,1.071,11.03,5,3.58,4836,0.75,7747.2
2022-01-01,1,TV,Young Adults (26-35),Brand Awareness,South,8065.62,89.02,0.158,1.016,22.06,4,4.25,4373,0.75,8573.16
2022-01-01,1,Radio,Youth (18-25),Brand Awareness,Central,5984.27,82.3,0.257,0.9,,5,3.84,2495,0.75,5704.0
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,South,6426.23,39.74,0.34,0.903,19.61,5,4.19,7007,0.75,4703.22
2022-01-01,1,Google Ads,Corporate,Retargeting,North,150000.0,85.99,0.601,0.8,6.32,3,,1381,0.75,114837.86
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,East,31084.23,84.14,0.648,0.917,9.77,1,4.01,3345,0.75,22266.86
2022-01-01,1,Print,Young Adults (26-35),Brand Awareness,West,40204.65,53.32,0.199,1.079,0.63,2,4.43,4322,0.75,14664.61
2022-01-01,1,Radio,Young Adults (26-35),Brand Awareness,Central,21850.81,67.72,0.855,1.132,3.25,1,3.35,1702,0.75,11549.87
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,South,2680.46,59.4,0.373,1.069,7.95,3,3.33,4805,0.75,5451.31
2022-01-01,1,TV,Corporate,Seasonal Promo,North,19830.13,82.58,0.671,1.055,1.96,1,2.98,12752,0.75,18966.52
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,North,39062.95,76.07,0.519,0.987,18.08,2,3.27,20963,0.75,25538.25
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,West,5690.77,75.53,0.278,1.077,29.94,1,4.56,3878,0.75,3859.04
2022-01-01,1,Social Media,Seniors (51+),Retargeting,North,35077.9,69.81,0.777,1.029,,3,3.97,3118,0.75,19060.94
2022-01-01,1,TV,Youth (18-25),Lead Generation,North,27020.1,66.44,0.755,1.18,24.64,2,3.67,3786,0.75,16546.21
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,West,85138.96,82.36,0.417,0.99,3.56,1,3.9,9188,0.75,48476.93
2022-01-01,1,TV,Young Adults (26-35),Seasonal Promo,Central,8797.45,47.8,0.571,1.134,20.1,3,4.14,2633,0.75,9182.14
2022-01-01,1,TV,Middle-Aged (36-50),Retargeting,East,4457.7,49.74,0.306,1.087,19.29,3,4.19,2629,0.75,5824.05
2022-01-01,1,Email,Corporate,Retargeting,East,,73.59,0.652,1.074,27.08,5,3.91,6444,0.75,11540.44
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,South,56138.16,36.48,0.347,0.799,3.42,2,4.49,8256,0.75,31065.31
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,Central,2146.5,81.66,0.775,1.093,9.46,2,3.31,6008,0.75,4900.9
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,South,1688.55,95.09,0.274,0.987,2.72,1,3.62,5563,0.75,2645.8
2022-01-01,1,Google Ads,Youth (18-25),Lead Generation,East,14609.03,46.41,0.112,0.956,12.22,5,4.39,3027,0.75,12221.66
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,West,8581.9,81.6,0.315,0.852,27.35,2,4.28,5015,0.75,6930.36
2022-01-01,1,Radio,Young Adults (26-35),Brand Awareness,North,13463.37,92.34,0.253,0.999,23.45,3,3.99,453,0.75,8715.12
2022-01-01,1,Email,Young Adults (26-35),Retargeting,East,34382.8,76.38,0.507,1.003,21.69,2,3.53,23150,0.75,22272.65
2022-01-01,1,Google Ads,Middle-Aged (36-50),Seasonal Promo,Central,7688.11,,0.263,0.87,15.99,5,4.19,5773,0.75,9138.2
2022-01-01,1,Google Ads,Middle-Aged (36-50),Product Launch,East,2052.87,84.39,0.711,0.853,26.5,4,3.35,40294,0.75,4492.43
2022-01-01,1,Google Ads,Corporate,Retargeting,Central,103205.93,43.8,0.293,1.049,13.48,3,4.39,17829,0.75,81562.57
2022-01-01,1,Email,Middle-Aged (36-50),Brand Awareness,Central,4928.41,83.23,0.666,1.087,,2,4.56,2175,0.75,3469.99
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,Central,4633.01,47.01,0.563,1.019,25.13,3,3.51,3414,0.75,3350.3
2022-01-01,1,Radio,Youth (18-25),Seasonal Promo,South,40284.42,71.11,0.889,1.115,8.39,1,5.0,1632,0.75,19125.34
2022-01-01,1,Google Ads,Youth (18-25),Retargeting,West,9095.28,68.87,0.9,0.991,1.61,3,3.3,2515,0.75,6584.3
2022-01-01,1,Print,Middle-Aged (36-50),Retargeting,East,12539.14,,0.796,0.995,3.78,2,3.71,1028,0.75,7296.76
2022-01-01,1,TV,Young Adults (26-35),Seasonal Promo,West,21650.64,52.81,0.708,0.908,18.27,1,3.69,1951,0.75,16645.18
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,North,39481.33,78.39,0.409,0.844,18.21,1,3.75,1745,0.75,23526.05
2022-01-01,1,Radio,Youth (18-25),Seasonal Promo,East,,54.61,0.703,1.185,,1,4.51,11867,0.75,6312.2
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,West,61080.75,65.59,0.865,1.113,21.82,4,4.02,972,0.75,29266.77
2022-01-01,1,TV,Young Adults (26-35),Seasonal Promo,West,1578.45,38.95,0.119,0.861,23.21,4,3.38,45518,0.75,2123.88
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,North,,77.8,0.53,1.016,27.62,1,3.85,3562,0.75,22433.85
2022-01-01,1,Radio,Youth (18-25),Lead Generation,Central,,74.43,0.274,0.99,17.55,2,4.13,18903,0.75,3999.35
2022-01-01,1,TV,Middle-Aged (36-50),Retargeting,East,52694.76,45.46,0.546,0.973,23.38,1,4.06,1873,0.75,41669.7
2022-01-01,1,TV,Youth (18-25),Lead Generation,East,15398.79,59.58,0.473,0.959,22.59,1,4.41,10701,0.75,10794.61
2022-01-01,1,TV,Middle-Aged (36-50),Product Launch,North,6816.45,72.7,0.561,1.038,7.73,3,3.84,1131,0.75,9159.52
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,Central,25921.84,68.68,0.541,1.082,9.31,3,4.2,1125,0.75,14468.03
2022-01-01,1,Social Media,Youth (18-25),Retargeting,East,32636.56,97.3,0.868,1.04,14.35,3,3.73,14683,0.75,21348.1
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,East,25384.5,81.18,0.542,0.988,0.57,5,3.48,4350,0.75,14676.02
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,East,4770.96,80.69,0.777,0.984,8.92,3,3.23,4031,0.75,5822.23
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,Central,8233.64,73.67,0.356,1.094,14.22,3,4.58,1802,0.75,6647.57
2022-01-01,1,Google Ads,Seniors (51+),Brand Awareness,North,13305.43,78.99,0.45,1.046,3.24,2,3.05,2056,0.75,10806.42
2022-01-01,1,Print,Youth (18-25),Lead Generation,East,12819.73,55.79,0.476,1.007,3.79,4,3.93,996,0.75,6412.75
2022-01-01,1,Email,Seniors (51+),Product Launch,West,28275.34,41.71,0.323,0.996,13.9,4,4.0,2912,0.75,13357.92
2022-01-01,1,TV,Young Adults (26-35),Brand Awareness,Central,1781.3,89.02,0.404,1.035,21.93,4,3.31,6350,0.75,3966.91
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,South,18663.54,96.46,0.579,0.953,25.01,5,4.25,5320,0.75,13284.72
2022-01-01,1,TV,Middle-Aged (36-50),Seasonal Promo,North,9996.78,92.54,0.564,1.082,16.39,1,3.12,5376,0.75,9243.83
2022-01-01,1,Radio,Corporate,Retargeting,West,5776.19,87.93,0.609,0.892,14.24,3,3.51,630,0.75,5405.69
2022-01-01,1,Google Ads,Young Adults (26-35),Product Launch,East,6358.28,35.22,0.381,0.959,11.53,2,4.28,5983,0.75,4657.6
2022-01-01,1,Email,Youth (18-25),Brand Awareness,South,10780.16,80.2,0.353,1.061,5.79,5,3.15,3573,0.75,7880.71
2022-01-01,1,TV,Youth (18-25),Retargeting,North,500.0,27.13,0.589,0.887,4.4,4,4.21,2239,0.75,2983.28
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,Central,6625.69,76.93,0.206,0.843,23.76,5,4.36,1429,0.75,9267.06
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,South,5564.63,87.36,0.302,1.006,13.95,2,4.34,9546,0.75,5489.01
2022-01-01,1,Google Ads,Seniors (51+),Retargeting,South,22760.53,78.4,0.134,0.83,23.71,5,3.99,586,0.75,14343.8
